category,task,value,date,day
personal,Dog Poop,3,2017/11/27,monday
personal,Set up calendar,3,2017/11/27,monday
personal,Ace grocery,3,2017/11/27,monday
health,lift,5,2017/11/27,monday
health,No fab ,2,2017/11/27,monday
gear lift,get filter working gender,5,2017/12/04,monday
health,rid bike 1 hr,4,2017/12/04,monday
one_dataset,Figure out lopped transitions,5,2017/12/04,monday
one_dataset,Transistions,5,2017/12/04,monday
board,lawyer meeting,5,2017/12/04,monday
personal,change duplicate passwords,5,2017/12/11,monday
personal,update scrum and fix bugs,5,2017/12/11,monday
personal,Purchase RC car,2,2017/12/11,monday
personal,Water plant,1,2017/12/11,monday
personal,Pets mart,3,2017/12/11,monday
health,Mediate,5,2017/12/11,monday
health,Lift,5,2017/12/11,monday
health,153 grams of protien no carbs,8,2017/12/11,monday
health,64 oz of water,5,2017/12/11,monday
health,64 oz of water,5,2017/12/11,monday
one_dataset,Proof read and Post GDP,3,2017/12/11,monday
one_dataset,Write GDP Blog posts DV1,3,2017/12/11,monday
one_dataset,Write Blog post DV2,3,2017/12/11,monday
gear lift,range size,3,2017/12/18,monday
personal,back up computer,2,2017/12/18,monday
personal,walk fraz,3,2017/12/18,monday
personal,Menu groceries,5,2017/12/18,monday
personal,Return RC Car,2,2017/12/18,monday
personal,cancel benjamin Franklin,3,2017/12/18,monday
health,154 grams of protien no carbs,5,2017/12/18,monday
health,64 oz of water,5,2017/12/18,monday
health,get csv edit working script,5,2017/12/18,monday
health,Create basic line graph,8,2017/12/18,monday
health,Organize profile folds,5,2017/12/18,monday
vacation,Christmas vacation at home,10,2017/12/25,monday
personal,plan 2018 DV 1,3,2018/01/01,monday
personal,Update Scrum,5,2018/01/01,monday
gear lift,review telluride venture fund,5,2018/01/01,monday
gear lift,order business cards,5,2018/01/08,monday
gear lift,Email stephen back,2,2018/01/08,monday
gear lift,update linked in profile,5,2018/01/08,monday
gear lift,Update porfolio,5,2018/01/08,monday
personal,Plan 2018 DV #2,3,2018/01/08,monday
personal,Text Tim,2,2018/01/08,monday
personal,Walk Frazz,3,2018/01/08,monday
one_dataset,Dark background working,3,2018/01/08,monday
one_dataset,Email about links,3,2018/01/08,monday
one_dataset,Get side bar working on basic line graph,5,2018/01/08,monday
one_dataset,Get radio checkboxes woring,5,2018/01/08,monday
health,yoga,5,2018/01/08,monday
health,Power in Mind,5,2018/01/08,monday
health,40 Days,5,2018/01/08,monday
board,print agenda,2,2018/01/08,monday
board,Respond to MSWP Emails,5,2018/01/08,monday
gear lift,Telluride startup weekend,8,2018/01/15,monday
personal,Menu groceries,3,2018/01/15,monday
personal,Water plant,1,2018/01/15,monday
personal,Satsang,5,2018/01/15,monday
health,Yoga,5,2018/01/15,monday
board,respond to board emails,5,2018/01/15,monday
gear lift,Thank yo unote to nate,3,2018/01/22,monday
gear lift,Connet with Emily Hicks,3,2018/01/22,monday
personal,Stock Firewood,3,2018/01/22,monday
personal,Call orkind,2,2018/01/22,monday
one_dataset,reply to Mike with Email,2,2018/01/22,monday
health,40 days,5,2018/01/22,monday
gear lift,email about about ,2,2018/01/29,monday
health,lift,5,2018/01/29,monday
board,pickup and drop off,15,2018/02/05,monday
gear lift,Reply to Ben,3,2018/02/05,monday
gear lift,call with ben,5,2018/02/05,monday
gear lift,call ustin,2,2018/02/05,monday
personal,clean up folders,5,2018/02/05,monday
personal,Walk frazz,3,2018/02/05,monday
one_dataset,v1 and check,3,2018/02/05,monday
one_dataset,schedule eliot,2,2018/02/05,monday
board,retype line item notes,5,2018/02/05,monday
board,update november financials,5,2018/02/05,monday
health,Power in Mind,5,2018/02/05,monday
personal,laundry,3,2018/02/12,monday
personal,drive home,5,2018/02/12,monday
personal,brush frazz,3,2018/02/12,monday
board,board call,3,2018/02/12,monday
vacation,san diego,10,2018/02/19,monday
gear lift,call with ben,5,2018/02/19,monday
health,lift legs,5,2018/02/26,monday
health,3 mile run,3,2018/02/26,monday
gear lift,Text lance,2,2018/02/26,monday
gear lift,Turn radius,8,2018/02/26,monday
gear lift,Call with Ben,5,2018/02/26,monday
gear lift,Turn Radius in alogrithm,5,2018/02/26,monday
board,charles schwab fax,3,2018/02/26,monday
personal,Menu,2,2018/03/05,monday
personal,Laundry,3,2018/03/05,monday
personal,put together tax docs,5,2018/03/05,monday
personal,Return stuff at mall,3,2018/03/05,monday
personal,Wash adinas car,3,2018/03/05,monday
gear lift,Respond to Ben,3,2018/03/05,monday
gear lift,Scrape evo.com dimesions,8,2018/03/05,monday
gear lift,Add new coluns,3,2018/03/12,monday
personal,Book Dr,2,2018/03/12,monday
personal,carol ryan,2,2018/03/12,monday
personal,Warby parker,2,2018/03/12,monday
personal,Mt student,2,2018/03/12,monday
personal,Seb dentist,3,2018/03/12,monday
personal,Mont bell,2,2018/03/12,monday
personal,Chck model,3,2018/03/12,monday
personal,Loves,2,2018/03/12,monday
health,Power in Mind,5,2018/03/12,monday
gear lift,Update skills on master data,3,2018/03/19,monday
gear lift,Update awards master data,3,2018/03/19,monday
gear lift,get boolean values working in ski selector,3,2018/03/19,monday
gear lift,Update database for boolean,5,2018/03/19,monday
gear lift,Update uploaded data,2,2018/03/19,monday
gear lift,create bardn list of admin table,3,2018/03/19,monday
personal,laundry,2,2018/03/19,monday
personal,back up computer,2,2018/03/19,monday
personal,update scrum,5,2018/03/19,monday
personal,Email to cancel race,2,2018/03/19,monday
personal,Ski with Seb,8,2018/03/19,monday
one_dataset,add recuiting link,3,2018/03/19,monday
one_dataset,docs to checks,2,2018/03/19,monday
vacation,Costa Rica,10,2018/03/26,monday
vacation,Costa Rica,10,2018/04/02,monday
gear lift,Rename heroku name,3,2018/04/02,monday
gear lift,Test ading editing skis,3,2018/04/02,monday
gear lift,Push to production,5,2018/04/02,monday
personal,Email Plot lines to admin,2,2018/04/02,monday
personal,Schedule trash service,2,2018/04/02,monday
personal,Menu Groceries,3,2018/04/02,monday
personal,parent teacher,3,2018/04/02,monday
one_dataset,Reply to Mike,2,2018/04/02,monday
one_dataset,Fix date issues,3,2018/04/02,monday
one_dataset,Fix issues for Mike,3,2018/04/02,monday
health,meditate,5,2018/04/02,monday
gear lift,Review upwork work,2,2018/04/09,monday
gear lift,button colors,2,2018/04/09,monday
gear lift,devise forgot password,3,2018/04/09,monday
gear lift,Devise new registration,5,2018/04/09,monday
gear lift,Add name and method,2,2018/04/09,monday
gear lift,Forgot password email working,5,2018/04/09,monday
gear lift,Devise new session,3,2018/04/09,monday
gear lift,Add image to banner,3,2018/04/09,monday
gear lift,complete projects and upwork,3,2018/04/09,monday
gear lift,Continue button,3,2018/04/09,monday
personal,return jeans,3,2018/04/09,monday
personal,Buy clothes,2,2018/04/09,monday
health,meditate,5,2018/04/09,monday
health, power in your mind,5,2018/04/09,monday
personal,new battery ,2,2018/04/16,monday
gear lift,Type of gear page,5,2018/04/16,monday
gear lift,customize skis table,3,2018/04/16,monday
gear lift,Missing skis table,5,2018/04/16,monday
gear lift,auto db backup,3,2018/04/23,monday
gear lift,dps skis,5,2018/04/23,monday
gear lift,dynstar,5,2018/04/23,monday
gear lift,dynafit,5,2018/04/23,monday
personal,prepare fly fishing gear,3,2018/04/23,monday
personal,venmo,3,2018/04/23,monday
personal,Wells fargo,3,2018/04/23,monday
personal,Update scrum,5,2018/04/23,monday
personal,Join cc,3,2018/04/23,monday
personal,Water plant,1,2018/04/23,monday
personal,Adina CC,3,2018/04/23,monday
personal,Snomass,3,2018/04/23,monday
personal,Groceries for Trip,3,2018/04/23,monday
gear lift,elan,5,2018/04/30,monday
gear lift,created basic sidebar,3,2018/04/30,monday
gear lift,Get preloader working,3,2018/04/30,monday
gear lift,create dashboard layout,5,2018/04/30,monday
gear lift,Create dashboard views,5,2018/04/30,monday
gear lift,missing ski image dopplegander,3,2018/04/30,monday
personal,Don't know,2,2018/04/30,monday
personal,Wash car,2,2018/04/30,monday
personal,Text dad pics,1,2018/04/30,monday
gear lift,Product Id,22,2018/05/07,monday
personal,call mom,2,2018/05/07,monday
personal,50,50,2018/05/14,monday
health,30,30,2018/05/14,monday
gear lift,80,80,2018/05/14,monday
snowmass,20,20,2018/05/14,monday
personal,walk frazz,3,2018/05/21,monday
personal,book eye apt,2,2018/05/21,monday
personal,text jerry,2,2018/05/21,monday
personal,laundry,3,2018/05/21,monday
gear lift,meet with mike,5,2018/05/21,monday
gear lift,Details page v1,2,2018/05/21,monday
gear lift,Make list of testers and dates,3,2018/05/21,monday
gear lift,Text Scott,2,2018/05/21,monday
gear lift,Email taylor,2,2018/05/21,monday
personal,party,20,2018/05/28,monday
personal,follow up on insurance claims,3,2018/06/04,monday
personal,call insurance ,1,2018/06/04,monday
gear lift,pay eliot,5,2018/06/04,monday
gear lift,Add size to back full time to index page,3,2018/06/04,monday
gear lift,faction,5,2018/06/04,monday
gear lift,remove why this ski,3,2018/06/04,monday
gear lift,put ifs around jumbotron statement,3,2018/06/04,monday
gear lift,Follow up with Lance,3,2018/06/04,monday
gear lift,landing page,5,2018/06/04,monday
gear lift,follow up with tal,3,2018/06/04,monday
gear lift,% off ,5,2018/06/04,monday
health,power in your mind,5,2018/06/04,monday
health,medidate,5,2018/06/04,monday
personal,water garden,6,2018/06/04,monday
personal,call groove toyota,2,2018/06/11,monday
personal,Laundry,2,2018/06/11,monday
personal,green juice,3,2018/06/11,monday
personal,Back up computer,2,2018/06/11,monday
personal,Chicken noodle,5,2018/06/11,monday
personal,Groceries,3,2018/06/11,monday
health,run 5 miles,8,2018/06/11,monday
health,lift chest,5,2018/06/11,monday
health,medidate,5,2018/06/11,monday
health,power in your mind,5,2018/06/11,monday
gear lift,Fischer,5,2018/06/11,monday
gear lift,quotes,3,2018/06/11,monday
gear lift,Bring back skis category,2,2018/06/11,monday
gear lift,"Adjust skis on armada atomic, black crows",5,2018/06/11,monday
gear lift,new ski on page,2,2018/06/11,monday
gear lift,remove skps,3,2018/06/11,monday
gear lift,black diamond,5,2018/06/11,monday
gear lift,FAQ page,2,2018/06/11,monday
gear lift,fix typo on landing page,2,2018/06/11,monday
gear lift,Add new skills in skis table,3,2018/06/11,monday
gear lift,Footer partial,2,2018/06/11,monday
gear lift,adjust admin dashboard,3,2018/06/11,monday
gear lift,move banner images,2,2018/06/11,monday
health,run 5 miles,8,2018/06/18,monday
health,lift chest,5,2018/06/18,monday
gear lift,spell check landing page,3,2018/06/18,monday
gear lift,Delete old server,3,2018/06/18,monday
gear lift,Email eliot to review,3,2018/06/18,monday
gear lift,schedule eliot,3,2018/06/25,monday
personal,Seb day prep for backpacking,20,2018/06/25,monday
snowmass,call for electrican,3,2018/06/25,monday
snowmass,Schedule with Renee,2,2018/06/25,monday
snowmass,call brian cole,3,2018/06/25,monday
snowmass,scheudle with wife,2,2018/06/25,monday
health,lift chest,5,2018/06/25,monday
health,leadership training,5,2018/06/25,monday
health,power in your mind,5,2018/06/25,monday
health,lift chest,5,2018/07/02,monday
gear lift,text lance,2,2018/07/02,monday
gear lift,fix cap issue with bliazzrd,3,2018/07/02,monday
gear lift,sketch datafeed,3,2018/07/02,monday
gear lift,Fix cap issue with faction,3,2018/07/02,monday
gear lift,Security patch sprockets gearlift,3,2018/07/02,monday
gear lift,determine next steps for skis.com,3,2018/07/02,monday
gear lift,Fix eliot issues,3,2018/07/02,monday
gear lift,call dusty,3,2018/07/02,monday
gear lift,footer issue on gear page,2,2018/07/02,monday
gear lift,call brandon mutari,3,2018/07/02,monday
gear lift,Fix respnosive issues,2,2018/07/02,monday
gear lift,heroku update,2,2018/07/02,monday
gear lift,check skis data feed for accuracy,3,2018/07/02,monday
personal,water plant,1,2018/07/02,monday
personal,call orkin,2,2018/07/02,monday
personal,Refill frazz perspcition,2,2018/07/02,monday
personal,laundry,2,2018/07/09,monday
one_dataset,respond to mike,2,2018/07/09,monday
personal,call slavens,2,2018/07/09,monday
gear lift,Add dps skill level,3,2018/07/09,monday
gear lift,Respnod to lance,2,2018/07/09,monday
gear lift,Redo results page,5,2018/07/09,monday
gear lift,Test missing skis table,3,2018/07/09,monday
gear lift,Get images in database,8,2018/07/09,monday
gear lift,All mountain conditions filter,3,2018/07/09,monday
personal,"- [x] Seb days (Mon, Tues, Wed)",20,2018/07/16,monday
personal,- [x] Water garden,2,2018/07/16,monday
personal,- [x] check on filters,2,2018/07/16,monday
personal,call leslie,2,2018/07/16,monday
health,leadership training,5,2018/07/16,monday
health,lift Arms,5,2018/07/23,monday
health,Diet,5,2018/07/23,monday
personal,Back up computer,2,2018/07/23,monday
personal,Organize email folders,3,2018/07/23,monday
personal,Clean computer,2,2018/07/23,monday
gear lift,Revamp show page v2,5,2018/07/23,monday
gear lift,Revamp show page v1,5,2018/07/23,monday
health,leadership training,5,2018/07/23,monday
gear lift,apply to evocom,5,2018/07/30,monday
gear lift,setup postgres app,5,2018/07/30,monday
gear lift,Install heroku,2,2018/07/30,monday
gear lift,Push production working,3,2018/07/30,monday
gear lift,Rename production dump,3,2018/07/30,monday
gear lift,Get gti pull working,3,2018/07/30,monday
gear lift,Site map v1,3,2018/07/30,monday
personal,Dry cleaning,3,2018/07/30,monday
personal,Seb gifts,2,2018/07/30,monday
personal,Check ipad pricing,5,2018/07/30,monday
personal,Seb bare package,5,2018/07/30,monday
vacation,New Yokr,10,2018/07/30,monday
health,lift chest,5,2018/08/06,monday
gear lift,Speed up mouse,2,2018/08/06,monday
personal,test scrapes,5,2018/08/13,monday
personal,Menu Groceries,3,2018/08/13,monday
personal,Home depot,3,2018/08/13,monday
personal,Call arborist,2,2018/08/13,monday
personal,Text Diane,2,2018/08/13,monday
personal,Batteries,2,2018/08/13,monday
health,lift chest,5,2018/08/13,monday
health,IF,5,2018/08/13,monday
health,IF,5,2018/08/20,monday
health,Juice,3,2018/08/20,monday
gear lift,last 130 skis,8,2018/08/20,monday
gear lift,Fixed logos,3,2018/08/20,monday
gear lift,Clear out old data,5,2018/08/20,monday
gear lift,Run scrapes and imports,3,2018/08/20,monday
gear lift,Rake mailers in production,3,2018/08/27,monday
gear lift,Upload armada images dynamicallyt,3,2018/08/27,monday
gear lift,Affiliate disclosure links,5,2018/08/27,monday
gear lift,Debug evo input,8,2018/08/27,monday
gear lift,Setu pevo import file,5,2018/08/27,monday
gear lift,All skis from evo scrape,2,2018/08/27,monday
gear lift,clearn out database,3,2018/08/27,monday
personal,Email greg,2,2018/08/27,monday
personal,Respond to Puppy inquiery,2,2018/08/27,monday
health,Lift Arms,5,2018/08/27,monday
health,IF,5,2018/08/27,monday
health,IF,5,2018/09/03,monday
health,Lift chest,5,2018/09/03,monday
health,Run 3 Miles,5,2018/09/03,monday
health,IF,5,2018/09/10,monday
health,Juice,3,2018/09/10,monday
personal,reply to greg,3,2018/09/10,monday
health,IF,5,2018/09/17,monday
health,Juice,3,2018/09/17,monday
gear lift,put together financial model,20,2018/09/17,monday
gear lift,Email Avant link REI datafeed,3,2018/09/17,monday
personal,return lights,5,2018/09/17,monday
personal,Fix and install lights,3,2018/09/17,monday
personal,Water sod,3,2018/09/17,monday
one_dataset,Deposit check,3,2018/09/17,monday
health,IF,5,2018/09/24,monday
health,Juice,3,2018/09/24,monday
health,lift legs,5,2018/09/24,monday
health,Lift arms,5,2018/09/24,monday
personal,Menu Groceries,3,2018/09/24,monday
health,IF,5,2018/10/01,monday
health,Juice,3,2018/10/01,monday
gear lift,Sign up later button,3,2018/10/01,monday
gear lift,Tabs working anchor,3,2018/10/01,monday
gear lift,Fix responisivenss issue on Ipad,3,2018/10/01,monday
gear lift,Follow up with Chris onan,3,2018/10/01,monday
gear lift,Test skis link,3,2018/10/01,monday
gear lift,backcountry button working,2,2018/10/01,monday
personal,Return amazon bullpack,2,2018/10/01,monday
one_dataset,email eliot Rspec issue,2,2018/10/01,monday
one_dataset,ruby upate,3,2018/10/01,monday
one_dataset,email mike,3,2018/10/01,monday
health,IF,5,2018/10/08,monday
health,Juice,3,2018/10/08,monday
gear lift,work on width range for Algorithm,8,2018/10/08,monday
gear lift,Respond to Ben,2,2018/10/08,monday
gear lift,Call with Ben,3,2018/10/08,monday
gear lift,Meet with Chris onant,3,2018/10/08,monday
health,IF,5,2018/10/15,monday
health,Juice,3,2018/10/15,monday
gear lift,Call with Ben,5,2018/10/15,monday
gear lift,Set up app for gearlift,5,2018/10/15,monday
gear lift,Research Flywheel and setting up landing,8,2018/10/15,monday
gear lift,Respond to Chris and Danny,3,2018/10/15,monday
health,IF,5,2018/10/22,monday
health,Juice,3,2018/10/22,monday
gear lift,Clean up repos,2,2018/10/22,monday
gear lift,Debug reverse proxy,3,2018/10/22,monday
gear lift,Test blog and email danny,3,2018/10/22,monday
gear lift,Email Flywheel,3,2018/10/22,monday
gear lift,Edit flywheel config,3,2018/10/22,monday
gear lift,Remove Price diff and ranking,3,2018/10/22,monday
gear lift,Prepare for Coffe with Danny,3,2018/10/22,monday
gear lift,Eliot comments in algorithm,3,2018/10/22,monday
gear lift,Fix BC Details,3,2018/10/22,monday
health,Run 3. 5 Miles,5,2018/10/22,monday
health,Wake up 5 am,5,2018/10/22,monday
health,IF,5,2018/10/29,monday
health,Juice,3,2018/10/29,monday
health,Meditate,5,2018/10/29,monday
health,Wake up 5 am,5,2018/10/29,monday
gear lift,Fix Wordpress ,3,2018/10/29,monday
gear lift,Review website again ,5,2018/10/29,monday
personal,Ski with Seb,8,2018/10/29,monday
health,IF,5,2018/11/05,monday
health,Juice,3,2018/11/05,monday
health,Run 5 miles,5,2018/11/05,monday
health,Lift legs,5,2018/11/05,monday
health,Meditate,5,2018/11/05,monday
health,Wake up 5 am,5,2018/11/05,monday
gear lift,Clean up data,5,2018/11/05,monday
gear lift,work on Filter of score,5,2018/11/05,monday
gear lift,Get By brand working,5,2018/11/05,monday
gear lift,Setup Mixmax,3,2018/11/05,monday
health,IF,5,2018/11/12,monday
health,Juice,3,2018/11/12,monday
health,Run 3 miles,5,2018/11/12,monday
health,Lift legs,5,2018/11/12,monday
health,Meditate,5,2018/11/12,monday
health,Wake up 5 am,5,2018/11/12,monday
personal,Pay green by nature,3,2018/11/12,monday
gear lift,Price Filter,5,2018/11/12,monday
gear lift,Refactor,2,2018/11/12,monday
gear lift,Ski Gear awards logo update,3,2018/11/12,monday
gear lift,Reivew Ben's comments,3,2018/11/12,monday
gear lift,Backcountry Gear Guide,3,2018/11/12,monday
gear lift,Reply to Ben,2,2018/11/12,monday
gear lift,Powder Gear Guide,3,2018/11/12,monday
gear lift,Perment,5,2018/11/12,monday
gear lift,Remove ski golde winnter database,3,2018/11/12,monday
health,IF,5,2018/11/19,monday
health,Juice,3,2018/11/19,monday
health,Wake up 5 am,5,2018/11/19,monday
personal,Dependent Care,3,2018/11/19,monday
personal,Dependate care adina's office,3,2018/11/19,monday
personal,Walk Frazz,2,2018/11/19,monday
personal,Grandparents night prep,3,2018/11/19,monday
gear lift,Confirm page,5,2018/11/19,monday
gear lift,Adjust alogrithm for ability,3,2018/11/19,monday
gear lift,Modal on Results page,3,2018/11/19,monday
gear lift,Fix park path,3,2018/11/19,monday
gear lift,Modal Static,5,2018/11/19,monday
gear lift,Reply to Eliot,2,2018/11/19,monday
gear lift,Update ben,2,2018/11/19,monday
gear lift,Manually test all paths,5,2018/11/19,monday
gear lift,Remove turn radius,3,2018/11/19,monday
gear lift,Bring back skiing style,3,2018/11/19,monday
gear lift,Import skis,3,2018/11/26,monday
gear lift,look at what has been submitted,3,2018/11/26,monday
gear lift,Gear Rank,3,2018/11/26,monday
gear lift,Venmo,3,2018/11/26,monday
gear lift,Naked domain,3,2018/11/26,monday
gear lift,Scrape new skis,3,2018/11/26,monday
gear lift,Top picks and else,5,2018/11/26,monday
gear lift,Duplicate content,3,2018/11/26,monday
gear lift,Security updates,3,2018/11/26,monday
gear lift,Create list of gear lift,3,2018/11/26,monday
gear lift,Gear Rank width on show page,3,2018/11/26,monday
gear lift,Upate linkedin profile,3,2018/11/26,monday
gear lift,Reply to Dependent care,3,2018/11/26,monday
gear lift,Rescrape,3,2018/11/26,monday
snowmass,Sign sublease and sendback,3,2018/11/26,monday
snowmass,Check finances,2,2018/11/26,monday
personal,Upload workouts,3,2018/11/26,monday
gear lift,Email chris natzki,3,2018/11/26,monday
health,Run 3 Miles,5,2018/11/26,monday
health,IF,5,2018/11/26,monday
health,Juice,3,2018/11/26,monday
health,Meditate,5,2018/11/26,monday
health,Wake up 5 am,5,2018/11/26,monday
health,IF,5,2018/12/03,monday
health,Juice,3,2018/12/03,monday
health,Meditate,5,2018/12/03,monday
health,Wake up 5 am,5,2018/12/03,monday
health,Run 3 Miles,3,2018/12/03,monday
gear lift,data report,5,2018/12/03,monday
gear lift,Ruby update,5,2018/12/03,monday
gear lift,Data reconcileation,5,2018/12/03,monday
gear lift,Data reconcilation,5,2018/12/03,monday
gear lift,Look inot event handlers,3,2018/12/03,monday
personal,Wash truck,3,2018/12/03,monday
personal,Water plant,2,2018/12/03,monday
health,cleanse,3,2015/12/28,friday
health,cleanse,3,2016/01/04,friday
health,Mental Mastery,5,2016/01/04,friday
pipeline,Time.zone.now in timetable - confirm in rails c,2,2016/02/15,friday
pipeline,Confirm Business days working in development,1,2016/02/15,friday
pipeline,Specs for conidtions to red,2,2016/02/15,friday
pipeline,Spec for days left ,5,2016/02/15,friday
health,Masssage,1,2016/02/15,friday
personal,Send Email to Bruce,1,2016/02/15,friday
personal,Text Tevya,1,2016/02/15,friday
personal,Order More Purium,1,2016/02/15,friday
health,GVT Shoulders / Arms,3,2016/02/22,friday
fcfs,Mute / Resolve Rollbar error,1,2016/02/22,friday
fcfs,Research Expedited SSL and SSL on heroku,1,2016/02/22,friday
fcfs,Resolve Specs on Default Mailer,1,2016/02/22,friday
fcfs,Look for PII in Rollbar,1,2016/02/22,friday
fcfs,Newrelic.yml close parans,1,2016/02/22,friday
fcfs,Remove 167 px icon from apple icons,1,2016/02/22,friday
fcfs,Email Eliot about timeout feature,1,2016/02/22,friday
fcfs,Change favicion to precomposed,1,2016/02/22,friday
fcfs,Check into heroku database backups,1,2016/02/22,friday
fcfs,Reply to Eliot about Chromd,1,2016/02/22,friday
fcfs,Email Mike about Favicon,1,2016/02/22,friday
career_development,Call with Tim,1,2016/02/22,friday
career_development,Text Jeff Patterson,1,2016/02/22,friday
career_development,TH- Degging,2,2016/02/22,friday
career_development,TH- Sharing a Website,2,2016/02/22,friday
career_development,TH - Responsive Design,2,2016/02/22,friday
career_development,TH - Getting Started with CSS,2,2016/02/22,friday
health,GVT Legs / Abs,3,2016/02/29,friday
personal,Change light bulb in living room,1,2016/02/29,friday
personal,Call Roofing company,1,2016/02/29,friday
personal,Fix Adina Tire,1,2016/02/29,friday
personal,Frazz Food,1,2016/02/29,friday
personal,Reconcile Eric Account,3,2016/02/29,friday
personal,Reconcile Snowmass Acct.,3,2016/02/29,friday
personal,Nanny Meetings,2,2016/02/29,friday
fcfs,Organize Eliot coments,1,2016/02/29,friday
career_development,Call with Tim,1,2016/02/29,friday
pipeline,Edit fields dashboard,2,2016/03/14,friday
pipeline,Get compolete box working,3,2016/03/14,friday
pipeline,Get red flag box working,3,2016/03/14,friday
pipeline,Task complete %,5,2016/03/14,friday
pipeline,Get Ajax create notes,2,2016/03/14,friday
pipeline,Get current status to show up top box,3,2016/03/14,friday
pipeline,look into underwriting times,1,2016/03/14,friday
snowmass,Pack for Snowmass,3,2016/03/14,friday
personal,Change vivant password,2,2016/03/14,friday
vacation,Hawaii Vacation,70,2016/03/28,friday
pipeline,conventional-condo-purchase seed,2,2016/03/28,friday
pipeline,jumbo-sfr-purchase seed,2,2016/03/28,friday
pipeline,fha-sfr-purchase seed,2,2016/03/28,friday
pipeline,fha-condo-purchase seed,2,2016/03/28,friday
pipeline,conventional-sfr-refi,2,2016/03/28,friday
pipeline,convetional-condo-refi,2,2016/03/28,friday
health,Meditate,,2016/03/28,friday
pipeline,Lock extension conditional show and summary,5,2016/04/04,friday
pipeline,Put info into staging enviroment,5,2016/04/04,friday
pipeline,Appraisal notes last on to summary page,3,2016/04/04,friday
personal,Hair cut,2,2016/04/04,friday
health,GVT Arms/Shoulders,3,2016/04/04,friday
personal,Submit Business Expense Plan,2,2016/04/04,friday
health,Run 3 miles,2,2016/04/04,friday
health,Emotional Mastery,5,2016/04/04,friday
pipeline,Change LCD to 5 days,3,2016/04/11,friday
pipeline,CSS Feedback on Conditions,3,2016/04/11,friday
pipeline,CSS Feedback on Status top notifications,3,2016/04/11,friday
pipeline,Lock only turn Red if later than closing date,2,2016/04/11,friday
pipeline,Move Edit to top of page on Modal,2,2016/04/11,friday
pipeline,CSS Feedback on sidebar,3,2016/04/11,friday
pipeline,Change submit to sent at,3,2016/04/11,friday
pipeline,CSS Feedback on % complete,3,2016/04/11,friday
pipeline,Add non-borrowing spouse name and email,3,2016/04/11,friday
pipeline,Test fully in staging enviroment,5,2016/04/11,friday
personal,Adjust Nests,2,2016/04/11,friday
personal,Text Brady,1,2016/04/11,friday
health,Call Orthodondist,1,2016/04/11,friday
personal,Deposit Check,1,2016/04/11,friday
personal,Reach out to Home Exchange,2,2016/04/11,friday
career_development,Follow up with Luke,1,2016/04/11,friday
career_development,Follow up with Luke,1,2016/04/11,friday
pipeline,Pipeline summary sort by 2 attributes,3,2016/04/18,friday
personal,Ski ,2,2016/04/18,friday
fcfs,Data transfer,1,2016/04/18,friday
career_development,Meet with Mike about goals,3,2016/04/18,friday
pipeline,Clean up pipeline list,2,2016/04/25,friday
pipeline,Add conditional formatting to pipline,3,2016/04/25,friday
health,Run 3 Miles,2,2016/04/25,friday
personal,Research spaceship operator,3,2016/04/25,friday
career_development,Meet with Mike about goals,3,2016/04/25,friday
personal,Dinner with Joey,3,2016/05/02,friday
pipeline,Add HOA contact to submission sheet,3,2016/05/02,friday
pipeline,Meet with Mike,3,2016/05/02,friday
pipeline,Lender paid default,2,2016/05/02,friday
pipeline,Add notes section to processing form,3,2016/05/02,friday
pipeline,Fix alerts,3,2016/05/02,friday
pipeline,Dynamic loan details,5,2016/05/02,friday
pipeline,Add HOA to loan detail modal,3,2016/05/02,friday
personal,laundry,2,2016/05/09,friday
career_development,Services section,3,2016/05/09,friday
career_development,Service section responsive,3,2016/05/09,friday
career_development,Navbar Responsive,3,2016/05/09,friday
career_development,Introduction Added & respnosive,5,2016/05/09,friday
career_development,Table Responsive,3,2016/05/09,friday
fcfs,DB-backup,1,2016/05/16,friday
pipeline,aa,5,2016/05/23,friday
personal,a,5,2016/05/23,friday
career_development,a,4,2016/05/23,friday
fcfs,a,0,2016/05/23,friday
personal,Pay HOA,2,2016/05/30,friday
personal,Ask Parents to watch Seb,2,2016/05/30,friday
personal,Call heater guy,2,2016/05/30,friday
snowmass,Pay mountain pest,2,2016/05/30,friday
snowmass,Fax in proxy,2,2016/05/30,friday
snowmass,Folow up with Nigel,2,2016/05/30,friday
personal,Groceries,2,2016/05/30,friday
career_development,Move table to service section,2,2016/05/30,friday
career_development,Service statements,3,2016/05/30,friday
career_development,Intro statement,3,2016/05/30,friday
fcfs,Close on time tool #s,3,2016/05/30,friday
fcfs,Data transfer,1,2016/05/30,friday
fcfs,Brakeman,1,2016/05/30,friday
health,whole 30,2,2016/06/06,friday
health,whole 30,2,2016/06/13,friday
pipeline,conditinos cleared waiting on appraisal mailer,3,2016/06/13,friday
pipeline,Conditions in waiting on appraisal,3,2016/06/13,friday
pipeline,All conditions in waiting on c2c mailer,3,2016/06/13,friday
career_development,Setup experience page on home page and responsive,5,2016/06/13,friday
personal,water garden,2,2016/06/13,friday
snowmass,Take rental off of craigslist,2,2016/06/13,friday
personal,Return Afid spray,2,2016/06/13,friday
health,Run 3.5 mils,3,2016/06/13,friday
fcfs,Fix global specs,3,2016/06/13,friday
health,whole 30,2,2016/06/20,friday
